value,state,wstate,wstateval,ecity,ecityval,wcity,wcityval,,JOB TITLE VAL,JOB TITLE,,,,JOB TITLE VAL,JOB TITLE,,,W-CITY,W-CITY VAL,,,E-CITY,E-CITY VAL
,,,,ACTIB,1,TENNESSEE,2,,,,,,,,,,,,,,,,
,,,,DUMFRIES,1,GREAT MILLS,2,,,,,,,,,,,,,,,,
,,,,SARALAND,1,"TOPEKA,",2,,,,,,,,,,,,,,,,
,,,,FORT MITCHELL,1,BETHLEHAM,2,,,,,,,,,,,,,,,,
,,,,CENTRAL POINT,1,MILLIS,2,,,,,,,,,,,,,,,,
,,,,KERVILLE,1,HEWLETT,2,,,,,,,,,,,,,,,,
,,,,WAILUKU,1,FRANKTOWN,2,,,,,,,,,,,,,,,,
,,,,PITTSBORO,1,SAINT PETER,2,,,,,,,,,,,,,,,,
,,,,NORTH SMITHFIELD,1,NEW COLUMBIA,2,,,,,,,,,,,,,,,,
,,,,PRESTONBURG,1,MC HENRY,2,,,,,,,,,,,,,,,,
,,,,GLENDIVE,1,ALGONQUIN,2,,,,,,,,,,,,,,,,
,,,,SALT LAKE CTY,1,SOMESET,2,,,,,,,,,,,,,,,,
,,,,BERTHOUD,1,HONDO,2,,,,,,,,,,,,,,,,
,,,,FORT DEFIANCE,1,PRENTISS,2,,,,,,,,,,,,,,,,
,,,,PARSIPPANY-TORY HILLS,1,ST. PAULS,2,,,,,,,,,,,,,,,,
,,,,NORTH MANCHESTER,1,LOCUST VALLEY,2,,,,,,,,,,,,,,,,
,,,,WALDRON,1,ARLINTON,2,,,,,,,,,,,,,,,,
,,,,GARRETT,1,HILLSVILLE,2,,,,,,,,,,,,,,,,
,,,,SAN LEON,1,SOLVANG,2,,,,,,,,,,,,,,,,
,,,,MOUTAIN VIEW,1,BERKELEY HIGHTS,2,,,,,,,,,,,,,,,,
,,,,FARMINGTON  HILLS,1,SOUTH ROYALTON,2,,,,,,,,,,,,,,,,
,,,,LAMPASAS,1,CALVERT CITY,2,,,,,,,,,,,,,,,,
,,,,HURON,1,OVERLAND,2,,,,,,,,,,,,,,,,
,,,,NORTH AMITYVILLE,1,SIERRA MADRE,2,,,,,,,,,,,,,,,,
,,,,LAKE ELSINORE,1,WESPORT,2,,,,,,,,,,,,,,,,
,,,,OREGON,1,NEW CANEY,2,,,,,,,,,,,,,,,,
,,,,VESTAVIA,1,BRIMINGHAM,2,,,,,,,,,,,,,,,,
,,,,PALOS VERDES PENINSULA,1,JEWETT,2,,,,,,,,,,,,,,,,
,,,,AVE MARIA,1,TOPSFIELD,2,,,,,,,,,,,,,,,,
,,,,ORWELL,1,EWA BEACH,2,,,,,,,,,,,,,,,,
,,,,HELLERTOWN,1,MS STATE,2,,,,,,,,,,,,,,,,
,,,,WEST FRANKFORT,1,MONCKS CORNER,2,,,,,,,,,,,,,,,,
,,,,HUGO,1,RANTOUL,2,,,,,,,,,,,,,,,,
,,,,GRACEVILLE,1,SMITH FIELD,2,,,,,,,,,,,,,,,,
,,,,HASBOUCK HEIGHTS,1,WEIRSDALE,2,,,,,,,,,,,,,,,,
,,,,WINNECONNE,1,HAMILITON,2,,,,,,,,,,,,,,,,
,,,,HEMLOCK,1,BASKINRIDGE,2,,,,,,,,,,,,,,,,
,,,,BRAINERD,1,PURCELL,2,,,,,,,,,,,,,,,,
,,,,WALBRIDGE,1,SERGEANT BLUFF,2,,,,,,,,,,,,,,,,
,,,,RUSKIN,1,RIVER GROVE,2,,,,,,,,,,,,,,,,
,,,,WALWORTH,1,SACHSE,2,,,,,,,,,,,,,,,,
,,,,CLARKESVILLE,1,BENECIA,2,,,,,,,,,,,,,,,,
,,,,LONG ISLAND,1,JAN JOSE,2,,,,,,,,,,,,,,,,
,,,,SKIPPACK,1,NEWORLEANS,2,,,,,,,,,,,,,,,,
,,,,DES ALLEMANDS,1,JERSEY CIRY,2,,,,,,,,,,,,,,,,
,,,,LESTER,1,MISENHEIMER,2,,,,,,,,,,,,,,,,
,,,,ENCINCO,1,WINNETKA,2,,,,,,,,,,,,,,,,
,,,,YUCCA VALLEY,1,VINEYARD HAVEN,2,,,,,,,,,,,,,,,,
,,,,HOLLIDAYSBURG,1,PINETOPS,2,,,,,,,,,,,,,,,,
,,,,1020 EAST 1ST STREET,1,KITTERY,2,,,,,,,,,,,,,,,,
,,,,CHARLEVOIX,1,WALDO,2,,,,,,,,,,,,,,,,
,,,,HERMISTON,1,PEMBERTON,2,,,,,,,,,,,,,,,,
,,,,NINETY SIX,1,ALBERTVILLE,2,,,,,,,,,,,,,,,,
,,,,WATER VALEY,1,RESEARCH TRIANGLE PARK  `,2,,,,,,,,,,,,,,,,
,,,,MACHIPONGO,1,ANGOLA,2,,,,,,,,,,,,,,,,
,,,,SOLOMON,1,MORRRISVILLE,2,,,,,,,,,,,,,,,,
,,,,DYERSBURG,1,VALLEY CENTER,2,,,,,,,,,,,,,,,,
,,,,FLOHRAM PARK,1,CHAMPIONSGATE,2,,,,,,,,,,,,,,,,
,,,,BRYSON CITY,1,CALUMET,2,,,,,,,,,,,,,,,,
,,,,CHIPPEWA FALLS,1,CARDIFF,2,,,,,,,,,,,,,,,,
,,,,BESSEMER,1,ROUND LAKE BEACH,2,,,,,,,,,,,,,,,,
,,,,316 WEST UNIVERSITY DRIVE,1,MURPHY HALL,2,,,,,,,,,,,,,,,,
,,,,CORNWALL-ON-HUDSON,1,CHORLOTTE,2,,,,,,,,,,,,,,,,
,,,,SHELBY TWP,1,SUPERIOR TWP,2,,,,,,,,,,,,,,,,
,,,,WALKERTON,1,DOWNING TOWN,2,,,,,,,,,,,,,,,,
,,,,SILVER CITY,1,THOMPSONTOWN,2,,,,,,,,,,,,,,,,
,,,,LAKE ST. LOUIS,1,SALTLAKE CITY,2,,,,,,,,,,,,,,,,
,,,,MERRICK,1,ST. LUIS,2,,,,,,,,,,,,,,,,
,,,,NORTH KINGSTON,1,GLEN OAKS,2,,,,,,,,,,,,,,,,
,,,,ALDEN,1,NORTH SMITHFIELD,2,,,,,,,,,,,,,,,,
,,,,PACIFIC GROVE,1,KEWANEE,2,,,,,,,,,,,,,,,,
,,,,LAKE JACKSON,1,CLAXTON,2,,,,,,,,,,,,,,,,
,,,,FERGUS FALLS,1,HAILEY,2,,,,,,,,,,,,,,,,
,,,,MALBA,1,FOSSTON,2,,,,,,,,,,,,,,,,
,,,,HIGHLAND VILLAGE,1,DEBARY,2,,,,,,,,,,,,,,,,
,,,,IRIVNE,1,"BURBANK,",2,,,,,,,,,,,,,,,,
,,,,", KENOSHA",1,METRO LANSING,2,,,,,,,,,,,,,,,,
,,,,601,1,STORM LAKE,2,,,,,,,,,,,,,,,,
,,,,UPPER NYACK,1,SOUTH RICHMOND HILL,2,,,,,,,,,,,,,,,,
,,,,LITTLESTOWN,1,NORTH ROYALTON,2,,,,,,,,,,,,,,,,
,,,,POTTSTOWN,1,WAREN,2,,,,,,,,,,,,,,,,
,,,,RICHBORO,1,CINNCINNATI,2,,,,,,,,,,,,,,,,
,,,,PLYMOUTH MEEETING,1,FREEWAY,2,,,,,,,,,,,,,,,,
,,,,CHIPLEY,1,MIDDLEBURG HTS,2,,,,,,,,,,,,,,,,
,,,,MANAKIN SABOT,1,WHITEWRIGHT,2,,,,,,,,,,,,,,,,
,,,,JEFFERSONVILE,1,ORD,2,,,,,,,,,,,,,,,,
,,,,PASADEN,1,WEIMAR,2,,,,,,,,,,,,,,,,
,,,,JACSONVILLE,1,CLARINDA,2,,,,,,,,,,,,,,,,
,,,,NEW Y YORK,1,BURBANK&NBSP;,2,,,,,,,,,,,,,,,,
,,,,BIG SPRING,1,OYSTER BAY,2,,,,,,,,,,,,,,,,
,,,,ST HELENA,1,FUQUAY-VARINA,2,,,,,,,,,,,,,,,,
,,,,UPPER TUMON,1,COPIAGUE,2,,,,,,,,,,,,,,,,
,,,,WELLFORD,1,COVERT,2,,,,,,,,,,,,,,,,
,,,,DONALDSONVILLE,1,GARNETT,2,,,,,,,,,,,,,,,,
,,,,FARMINGVILLE,1,ST. MARYS,2,,,,,,,,,,,,,,,,
,,,,HOPE,1,"HARRISBURG,",2,,,,,,,,,,,,,,,,
,,,,WOODLAWN,1,BLOOMINGON,2,,,,,,,,,,,,,,,,
,,,,CANTONSVILLE,1,MASSACHUSETTS,2,,,,,,,,,,,,,,,,
,,,,SPARTANGURG,1,ANNA ARBOR,2,,,,,,,,,,,,,,,,
,,,,WASHOUGAL,1,NEWYORK CITY,2,,,,,,,,,,,,,,,,
,,,,GLENWILLOW,1,NATIONAL HARBOR,2,,,,,,,,,,,,,,,,
,,,,7TH FLOOR,1,MORRESVILLE,2,,,,,,,,,,,,,,,,
,,,,SILVERDALE,1,SCHENECTADY’Ç’_,2,,,,,,,,,,,,,,,,
,,,,LA FARGE,1,"ST. PETERSBURG,",2,,,,,,,,,,,,,,,,
,,,,MILLWOOD,1,#47644 MICH METRO DIVISION,2,,,,,,,,,,,,,,,,
,,,,CARROLTTON,1,NORTH LIBERTY,2,,,,,,,,,,,,,,,,
,,,,NEW BRUSNWICK,1,ALAMOSA,2,,,,,,,,,,,,,,,,
,,,,"NEW YORK, NEW YORK",1,SAN GABRIELE,2,,,,,,,,,,,,,,,,
,,,,MENNANDS,1,PRAIRIEVILLE,2,,,,,,,,,,,,,,,,
,,,,HAM LAKE,1,CROWLEY,2,,,,,,,,,,,,,,,,
,,,,ELIOT,1,IRIVING,2,,,,,,,,,,,,,,,,
,,,,GLASSPORT,1,NASVHILLE,2,,,,,,,,,,,,,,,,
,,,,WEBSTER GROVES,1,BRIDGMAN,2,,,,,,,,,,,,,,,,
,,,,WESTHAMPTON BEACH,1,WELLFORD,2,,,,,,,,,,,,,,,,
,,,,CORDOVA,1,DELTA,2,,,,,,,,,,,,,,,,
,,,,SMITHVILLE,1,YABUCOA,2,,,,,,,,,,,,,,,,
,,,,HAMPDEN,1,SOUTH SAN FRANCISO,2,,,,,,,,,,,,,,,,
,,,,RABUN GAP,1,VEGUITA,2,,,,,,,,,,,,,,,,
,,,,ENGLISHTOWN,1,RIVEWOODS,2,,,,,,,,,,,,,,,,
,,,,SOMERVLLE,1,KIMBALL,2,,,,,,,,,,,,,,,,
,,,,1585 BROADWAY,1,SEDRO-WOOLLEY,2,,,,,,,,,,,,,,,,
,,,,REDMNOND,1,FLORISSANT,2,,,,,,,,,,,,,,,,
,,,,S SAN FRANCISCO,1,SEACUCUS,2,,,,,,,,,,,,,,,,
,,,,BERNALILLO,1,VOORHES,2,,,,,,,,,,,,,,,,
,,,,EASTHAMPTON,1,NESPELEM,2,,,,,,,,,,,,,,,,
,,,,YONA,1,SMITHFIELD&NBSP;,2,,,,,,,,,,,,,,,,
,,,,MONEE,1,FRUITLAND,2,,,,,,,,,,,,,,,,
,,,,BERNARDSVILLE,1,OLIVET,2,,,,,,,,,,,,,,,,
,,,,MARISSA,1,SHEPHERD,2,,,,,,,,,,,,,,,,
,,,,"BOSTON, MA",1,SOUTH ALLEN,2,,,,,,,,,,,,,,,,
,,,,POMPTON LAKES,1,"TRINITY,",2,,,,,,,,,,,,,,,,
,,,,CEDARTOWN,1,KEMAH,2,,,,,,,,,,,,,,,,
,,,,WEST RICHLAND,1,MIDDLEBURGH,2,,,,,,,,,,,,,,,,
,,,,NEW BALTIMORE,1,GURLEY,2,,,,,,,,,,,,,,,,
,,,,OKEECHOBEE,1,SILVIS,2,,,,,,,,,,,,,,,,
,,,,LAKE HAVASU CITY,1,RANCHO COFDOVA,2,,,,,,,,,,,,,,,,
,,,,WAMPSVILLE,1,RUFFS DALE,2,,,,,,,,,,,,,,,,
,,,,NATIVE,1,DECORAH,2,,,,,,,,,,,,,,,,
,,,,PEACHTREE CITY GEORGIA,1,STONY CREEK,2,,,,,,,,,,,,,,,,
,,,,PEPPER PIKE,1,ANSON,2,,,,,,,,,,,,,,,,
,,,,CLOSTER,1,"DENVER, CO",2,,,,,,,,,,,,,,,,
,,,,COMMERCIE,1,POOLESVILLE,2,,,,,,,,,,,,,,,,
,,,,DAMASCUS,1,SUITE 1104,2,,,,,,,,,,,,,,,,
,,,,MEDIAPOLIS,1,DUBIN,2,,,,,,,,,,,,,,,,
,,,,BROOKEVILLE,1,SHALIMAR,2,,,,,,,,,,,,,,,,
,,,,HANSON,1,WEST HURLEY,2,,,,,,,,,,,,,,,,
,,,,WOODWARD,1,STATELINE,2,,,,,,,,,,,,,,,,
,,,,MUNFORD,1,LINDSAY,2,,,,,,,,,,,,,,,,
,,,,CALUMET CITY,1,SAN FRACISCO,2,,,,,,,,,,,,,,,,
,,,,NEWMARKET,1,"MANCHESTER,",2,,,,,,,,,,,,,,,,
,,,,WYNDMOOR,1,7800 N DALLAS PARKWAY,2,,,,,,,,,,,,,,,,
,,,,NEW TOWN,1,"MILPITAS,",2,,,,,,,,,,,,,,,,
,,,,EAST RIDGE,1,CAPTAIN COOK,2,,,,,,,,,,,,,,,,
,,,,LASCASSAS,1,QUINTER,2,,,,,,,,,,,,,,,,
,,,,NIAGARA,1,MAINEVILLE,2,,,,,,,,,,,,,,,,
,,,,CLUMBIA,1,ARKANSAS,2,,,,,,,,,,,,,,,,
,,,,SUITE 320,1,RICHWOOD,2,,,,,,,,,,,,,,,,
,,,,CROWLEY,1,"KANSAS CITY,",2,,,,,,,,,,,,,,,,
,,,,JUANA DIAZ,1,HOULTON,2,,,,,,,,,,,,,,,,
,,,,ROCKAWAY BEACH,1,QUITMAN,2,,,,,,,,,,,,,,,,
,,,,MORGANFIELD,1,HOLIDAY,2,,,,,,,,,,,,,,,,
,,,,WINNIE,1,FORT SNELLING,2,,,,,,,,,,,,,,,,
,,,,CIRCLEVILLE,1,BENTON CITY,2,,,,,,,,,,,,,,,,
,,,,LEWSIVILLE,1,HILLARD,2,,,,,,,,,,,,,,,,
,,,,JAMAICA PLAIIN,1,GLEN CARBON,2,,,,,,,,,,,,,,,,
,,,,VEBLEN,1,VIRGINA BEACH,2,,,,,,,,,,,,,,,,
,,,,ALGONGUIN,1,WEST LEBANON,2,,,,,,,,,,,,,,,,
,,,,CARUTHERS,1,MAURICE,2,,,,,,,,,,,,,,,,
,,,,DOVER FOXCROFT,1,LEHMAN,2,,,,,,,,,,,,,,,,
,,,,WAIPAHU,1,MENOMONEE FLS,2,,,,,,,,,,,,,,,,
,,,,BRIMINGHAM,1,INARAJAN,2,,,,,,,,,,,,,,,,
,,,,HAVERSTRAW,1,WEST JEFFERSON,2,,,,,,,,,,,,,,,,
,,,,NORTH ARLINGTON,1,MONROE CITY,2,,,,,,,,,,,,,,,,
,,,,RIDGELAND SUITE 5203,1,"ALLENTOWN,",2,,,,,,,,,,,,,,,,
,,,,HINCKLEY,1,WEST MILWAUKEE,2,,,,,,,,,,,,,,,,
,,,,COCOA,1,KANSASCITY,2,,,,,,,,,,,,,,,,
,,,,ELK POINT,1,CALABASAS HILLS,2,,,,,,,,,,,,,,,,
,,,,FLOOR 10,1,DONALDSONVILLE,2,,,,,,,,,,,,,,,,
,,,,ELKINS,1,FARMERS BRANCH DALLAS,2,,,,,,,,,,,,,,,,
,,,,GREAT NECK PLAZA,1,SOLANA,2,,,,,,,,,,,,,,,,
,,,,FREER,1,COUNCIL,2,,,,,,,,,,,,,,,,
,,,,ALBUQERQUE,1,TOWNSON,2,,,,,,,,,,,,,,,,
,,,,KANEOHE,1,BAINBRIDGE ISLAND,2,,,,,,,,,,,,,,,,
,,,,SACARMENTO,1,SOLOMONS,2,,,,,,,,,,,,,,,,
,,,,EAST TROY,1,SAN GERMAN,2,,,,,,,,,,,,,,,,
,,,,MOOSIC,1,WAUSEON,2,,,,,,,,,,,,,,,,
,,,,WINAMAC,1,MARBLEHEAD,2,,,,,,,,,,,,,,,,
,,,,FORT MILLS,1,TERRYTOWN,2,,,,,,,,,,,,,,,,
,,,,WHITNEY POINT,1,MEDIACOM PARK,2,,,,,,,,,,,,,,,,
,,,,SOUTH NOWALK,1,POTEET,2,,,,,,,,,,,,,,,,
,,,,CICERO,1,"LAWRENCEVILLE,",2,,,,,,,,,,,,,,,,
,,,,DE QUEEN,1,PHOENIZ,2,,,,,,,,,,,,,,,,
,,,,ROGUE RIVER,1,BROOKWOOD,2,,,,,,,,,,,,,,,,
,,,,PRESCOTT VALLEY,1,RICAHRDSON,2,,,,,,,,,,,,,,,,
,,,,WEST MILFORD,1,SPARK,2,,,,,,,,,,,,,,,,
,,,,NJ,1,O'FALLEN,2,,,,,,,,,,,,,,,,
,,,,NORTH TONAWANDA,1,SOUTH HOUSTON,2,,,,,,,,,,,,,,,,
,,,,AMASA,1,MIDDLE VILLAGE,2,,,,,,,,,,,,,,,,
,,,,ROSENBERG,1,NASHVILLLE,2,,,,,,,,,,,,,,,,
,,,,PEACH SPRINGS,1,ENDWELL,2,,,,,,,,,,,,,,,,
,,,,LAKE WYLIE,1,NESCONSET,2,,,,,,,,,,,,,,,,
,,,,HUTTO,1,TULATIN,2,,,,,,,,,,,,,,,,
,,,,IRVIN,1,DETROIT LAKES,2,,,,,,,,,,,,,,,,
,,,,RICHLAND HILLS,1,ENGLEWOOD CLIFF,2,,,,,,,,,,,,,,,,
,,,,NORTH SALT LAKE,1,OAKVILLE,2,,,,,,,,,,,,,,,,
,,,,NANUET,1,HILLSBOBO,2,,,,,,,,,,,,,,,,
,,,,MUNROE FALLS,1,PONCA CITY,2,,,,,,,,,,,,,,,,
,,,,PITTSTON,1,ELDORADO,2,,,,,,,,,,,,,,,,
,,,,BELLE ISLE,1,WAUCHULA,2,,,,,,,,,,,,,,,,
,,,,MCEWEN,1,"PISCATAWAY, NJ",2,,,,,,,,,,,,,,,,
,,,,ABSECON,1,DELAIR,2,,,,,,,,,,,,,,,,
,,,,SPRING GROVE,1,BELLOWS FALLS,2,,,,,,,,,,,,,,,,
,,,,WHITE CASTLE,1,PETOSKEY,2,,,,,,,,,,,,,,,,
,,,,CRAWFORD,1,MILTON FREEWATER,2,,,,,,,,,,,,,,,,
,,,,ST PETESBURG,1,ROWAYTON,2,,,,,,,,,,,,,,,,
,,,,FORESTVILLE,1,DALLLAS,2,,,,,,,,,,,,,,,,
,,,,MYSTIC,1,ADDISION,2,,,,,,,,,,,,,,,,
,,,,FOGELSVILLE,1,EAST ST. LOUIS,2,,,,,,,,,,,,,,,,
,,,,MCFARLAND,1,MILIPTAS,2,,,,,,,,,,,,,,,,
,,,,WINDSOR HEIGHTS,1,OKMULGEE,2,,,,,,,,,,,,,,,,
,,,,CORDELE,1,NEW HAMPTON,2,,,,,,,,,,,,,,,,
,,,,MENA,1,ST PETERS,2,,,,,,,,,,,,,,,,
,,,,HOOKSETT,1,GOODLAND,2,,,,,,,,,,,,,,,,
,,,,DESHLER,1,PARSSIPPANY,2,,,,,,,,,,,,,,,,
,,,,HOLTON,1,"CHESTERBROOK,",2,,,,,,,,,,,,,,,,
,,,,ETNA,1,CHARLOTTER,2,,,,,,,,,,,,,,,,
,,,,TROPHY CLUB,1,BLOOMINGTON&NBSP;,2,,,,,,,,,,,,,,,,
,,,,ADAIRVILLE,1,SUMMERSVILLE,2,,,,,,,,,,,,,,,,
,,,,LAPLACE,1,BINGHAM CANYON,2,,,,,,,,,,,,,,,,
,,,,MORENCI,1,ZANESVILLE,2,,,,,,,,,,,,,,,,
,,,,BLLINGS,1,SECACUS,2,,,,,,,,,,,,,,,,
,,,,HYDE,1,MABANK,2,,,,,,,,,,,,,,,,
,,,,WOOD RIDGE,1,KENMARE,2,,,,,,,,,,,,,,,,
,,,,SAN RANMON,1,HIGGINSVILLE,2,,,,,,,,,,,,,,,,
,,,,BOXFORD,1,WACONIA,2,,,,,,,,,,,,,,,,
,,,,PROVINCETTOWN,1,ARVERNE,2,,,,,,,,,,,,,,,,
,,,,LANETT,1,DINGMANS FERRY,2,,,,,,,,,,,,,,,,
,,,,SAN DIEGOR,1,"WINDSOR MILL,",2,,,,,,,,,,,,,,,,
,,,,SANTA CARA,1,ATLANT,2,,,,,,,,,,,,,,,,
,,,,AZLE,1,HIGHLAND MILLS,2,,,,,,,,,,,,,,,,
,,,,KENNEBUNKPORT,1,BATON ROGUE,2,,,,,,,,,,,,,,,,
,,,,TAVERNIER,1,"BATTLE CREEK,",2,,,,,,,,,,,,,,,,
,,,,CITY OF ORANGE,1,DIBLIN,2,,,,,,,,,,,,,,,,
,,,,WEST GROVE,1,HORTON,2,,,,,,,,,,,,,,,,
,,,,SARATOGA SPRING,1,"SCHAUMBURG,",2,,,,,,,,,,,,,,,,
,,,,MILLSTONE TOWNSHIP,1,SABIN,2,,,,,,,,,,,,,,,,
,,,,SHEFFIELD,1,CARDIFF BY THE SEA,2,,,,,,,,,,,,,,,,
,,,,PENDERGRASS,1,"BETHESDA,",2,,,,,,,,,,,,,,,,
,,,,LA CANADA,1,DURAND,2,,,,,,,,,,,,,,,,
,,,,IOWA,1,TARKIO,2,,,,,,,,,,,,,,,,
,,,,PAXTON,1,MAGNA,2,,,,,,,,,,,,,,,,
,,,,MURPHYSBORO,1,TILTON,2,,,,,,,,,,,,,,,,
,,,,TENPLE CITY,1,"MANASSAS,",2,,,,,,,,,,,,,,,,
,,,,OGALLALA,1,MANASSA,2,,,,,,,,,,,,,,,,
,,,,IRONTON,1,MOUND CITY,2,,,,,,,,,,,,,,,,
,,,,DALALS,1,"SEATTLE,",2,,,,,,,,,,,,,,,,
,,,,DENVER CITY,1,S BURLINGTON,2,,,,,,,,,,,,,,,,
,,,,TRABUCO CANYON,1,WEST BRADENTON,2,,,,,,,,,,,,,,,,
,,,,STUANTON,1,FALLON,2,,,,,,,,,,,,,,,,
,,,,COLUMNUS,1,ORIENT POINT,2,,,,,,,,,,,,,,,,
,,,,PIKE ROAD,1,WEIDMAN,2,,,,,,,,,,,,,,,,
,,,,RUSH,1,MOUNTCLAIR,2,,,,,,,,,,,,,,,,
,,,,POTOMAC FALLS,1,MOUNTAIN VEIW,2,,,,,,,,,,,,,,,,
,,,,HAMSHIRE,1,WOODSFIELD,2,,,,,,,,,,,,,,,,
,,,,MAYFIELD HTS.,1,FT. SMITH,2,,,,,,,,,,,,,,,,
,,,,INDIANANPOLIS,1,HARWOOD,2,,,,,,,,,,,,,,,,
,,,,GRENADA,1,WINTHROP,2,,,,,,,,,,,,,,,,
,,,,MINGO JUNCTION,1,RIO PIEDRAS-SAN JUAN,2,,,,,,,,,,,,,,,,
,,,,TOMAH,1,LOUISA,2,,,,,,,,,,,,,,,,
,,,,DRESDEN,1,FERNLEY,2,,,,,,,,,,,,,,,,
,,,,VACHERIE,1,FAIRHOPE,2,,,,,,,,,,,,,,,,
,,,,"PHOENIX, AZ",1,NW ATLANTA,2,,,,,,,,,,,,,,,,
,,,,30071,1,WINSTON- SALEM,2,,,,,,,,,,,,,,,,
,,,,2116,1,SAINT AUGUSTINE,2,,,,,,,,,,,,,,,,
,,,,ST  JAMES,1,BELLE GLADE,2,,,,,,,,,,,,,,,,
,,,,LAKE GENEVA,1,CHARLEROI,2,,,,,,,,,,,,,,,,
,,,,DOVE CANYON,1,973 FIFTH AVENUE,2,,,,,,,,,,,,,,,,
,,,,MCLEANSVILLE,1,GLOUCESTER POINT,2,,,,,,,,,,,,,,,,
,,,,NEW TORK,1,M,2,,,,,,,,,,,,,,,,
,,,,INVERNESS,1,BUCYRUS,2,,,,,,,,,,,,,,,,
,,,,CUTHBERT,1,LOWVILLE,2,,,,,,,,,,,,,,,,
,,,,DELANCO,1,CABIN JOHN,2,,,,,,,,,,,,,,,,
,,,,RICHFORD,1,WAPPINGERS FALLS,2,,,,,,,,,,,,,,,,
,,,,HAVANA,1,RANDOR,2,,,,,,,,,,,,,,,,
,,,,OCILLA,1,SOUTH CHESTERFIELD,2,,,,,,,,,,,,,,,,
,,,,1,1,SOUTHPLAIN FIELD,2,,,,,,,,,,,,,,,,
,,,,MILW,1,BROWNSBURG,2,,,,,,,,,,,,,,,,
,,,,BURTON,1,EMPIRE,2,,,,,,,,,,,,,,,,
,,,,MATTESON,1,NORTH BIRMINGHAM,2,,,,,,,,,,,,,,,,
,,,,NORTH LOGAN,1,"CHEVY CHASE, MD",2,,,,,,,,,,,,,,,,
,,,,CAPISTRANO BEACH,1,BAINBRIDGE,2,,,,,,,,,,,,,,,,
,,,,UNION POINT,1,SUMMIT WEST,2,,,,,,,,,,,,,,,,
,,,,KETCHUM,1,NEW WINDSOR,2,,,,,,,,,,,,,,,,
,,,,PALMYRA,1,RENSSALAER,2,,,,,,,,,,,,,,,,
,,,,BLUE ISLAND,1,LA JUNTA,2,,,,,,,,,,,,,,,,
,,,,CUYAHOGA,1,OLD ORCHARD BEACH,2,,,,,,,,,,,,,,,,
,,,,MCCARRAN,1,WILLOW PARK,2,,,,,,,,,,,,,,,,
,,,,MONETARY PARK,1,AUDOBON,2,,,,,,,,,,,,,,,,
,,,,PACIFICA,1,LAGUNA NIGUEL,2,,,,,,,,,,,,,,,,
,,,,ENSLEY,1,WEST HEMPSTEAD,2,,,,,,,,,,,,,,,,
,,,,ST.LOUIS,1,MARIPOSA,2,,,,,,,,,,,,,,,,
,,,,GREENBRAE,1,3 EAST 54TH STREET,2,,,,,,,,,,,,,,,,
,,,,SUITE 130,1,BARRE,2,,,,,,,,,,,,,,,,
,,,,HUGER,1,WAUPACA,2,,,,,,,,,,,,,,,,
,,,,DELMONT,1,"SAN ANTONIO,",2,,,,,,,,,,,,,,,,
,,,,ALLENHURST,1,LAKE COUNTY,2,,,,,,,,,,,,,,,,
,,,,MANAPALAN,1,WALNUT CREET,2,,,,,,,,,,,,,,,,
,,,,SHARPSVILLE,1,ROXBORO,2,,,,,,,,,,,,,,,,
,,,,JEANERETTE,1,HARRISBURGH,2,,,,,,,,,,,,,,,,
,,,,EAST THETFORD,1,"LOS ANGELES, CA",2,,,,,,,,,,,,,,,,
,,,,"MATTHEWS, NC 28105",1,HIBBING,2,,,,,,,,,,,,,,,,
,,,,GRAIN VALLY,1,"WARREN,",2,,,,,,,,,,,,,,,,
,,,,NAVESINK,1,MAPLE VALLEY,2,,,,,,,,,,,,,,,,
,,,,GLANSTONBURY,1,799 WATERSEDGE DR ANN ARBOR MI,2,,,,,,,,,,,,,,,,
,,,,BUCYRUS,1,BROUSSARD,2,,,,,,,,,,,,,,,,
,,,,LUSBY,1,MARCH AIR RESERVE BASE,2,,,,,,,,,,,,,,,,
,,,,CHICAG,1,SANFRANSISCO,2,,,,,,,,,,,,,,,,
,,,,CONRAD,1,"SPRINGDALE,",2,,,,,,,,,,,,,,,,
,,,,DEVIL'S LAKE,1,"WALNUT CREEK,",2,,,,,,,,,,,,,,,,
,,,,ST. JAMES,1,MERCEDES,2,,,,,,,,,,,,,,,,
,,,,MERRYVILLE,1,MATTITUCK,2,,,,,,,,,,,,,,,,
,,,,PHLIADELPHIA,1,NEW PORT,2,,,,,,,,,,,,,,,,
,,,,WASHINGTION,1,KAUFMAN,2,,,,,,,,,,,,,,,,
,,,,KIAWAH ISLAND,1,ZEPHYRHILLS,2,,,,,,,,,,,,,,,,
,,,,CHICAGO HEIGHTS,1,LITCHFIELD,2,,,,,,,,,,,,,,,,
,,,,PALMERTON,1,GRANTSBURG,2,,,,,,,,,,,,,,,,
,,,,LIVERTYVILLE,1,RICEBORO,2,,,,,,,,,,,,,,,,
,,,,WHITE SALMON,1,TALEDO,2,,,,,,,,,,,,,,,,
,,,,CENTRALIA,1,SOMMERS,2,,,,,,,,,,,,,,,,
,,,,SYLACAUGA,1,FISHERSVILLE,2,,,,,,,,,,,,,,,,
,,,,MULBERRY,1,LYNDEN,2,,,,,,,,,,,,,,,,
,,,,JOHNS ISLAND,1,MILES CITY,2,,,,,,,,,,,,,,,,
,,,,ORANGE PARK,1,CRESTVIEW HILLS,2,,,,,,,,,,,,,,,,
